line_id,n,ngram,count,start,middle,end
2660,3,neg,52,1,1,0
2661,3,ugr,52,0,1,1
2662,3,nex,52,0,1,1
2663,3,diä,52,1,1,0
2664,3,ois,52,1,1,1
2665,3,rnä,52,1,1,1
2666,3,gon,52,1,1,1
2667,3,sme,52,0,1,0
2668,3,apf,52,1,1,1
2669,3,eka,52,0,1,1
2670,3,iie,52,0,1,1
2671,3,zul,52,1,1,0
2672,3,fam,52,1,1,0
2673,3,igt,52,0,1,1
2674,3,efü,52,0,1,0
2675,3,hyg,52,1,1,0
2676,3,hik,52,1,1,1
2677,3,iri,52,1,1,0
2678,3,con,51,1,1,0
2679,3,bba,51,0,1,0
2680,3,uor,51,0,1,1
2681,3,bdr,51,0,1,1
2682,3,nsg,51,0,1,0
2683,3,enä,51,0,1,1
2684,3,aba,51,1,1,1
2685,3,öck,51,1,1,0
2686,3,gui,51,1,1,0
2687,3,aka,51,1,1,1
2688,3,mni,51,1,1,1
2689,3,hea,51,0,1,1
2690,3,eab,51,1,1,1
2691,3,zün,51,1,1,0
2692,3,hub,51,1,1,1
2693,3,ems,51,0,1,1
2694,3,hba,51,0,1,0
2695,3,ipt,51,0,1,1
2696,3,elk,51,0,1,1
2697,3,fus,51,1,1,0
2698,3,uzi,51,0,1,0
2699,3,fig,51,1,1,1
2700,3,emd,51,1,1,1
2701,3,ymn,51,1,1,0
2702,3,züg,50,1,1,0
2703,3,kne,50,1,1,1
2704,3,tac,50,1,1,1
2705,3,osa,50,1,1,1
2706,3,amb,50,1,1,1
2707,3,oho,50,1,1,0
2708,3,iog,50,0,1,0
2709,3,ngä,50,1,1,1
2710,3,non,50,1,1,1
2711,3,hth,50,1,1,0
2712,3,phy,50,1,1,0
2713,3,mem,50,1,1,1
2714,3,tne,50,0,1,0
2715,3,him,50,1,1,1
2716,3,van,50,1,1,0
2717,3,mba,50,0,1,0
2718,3,mwe,50,0,1,0
2719,3,fta,50,1,1,1
2720,3,glä,50,1,1,0
2721,3,kis,50,1,1,1
2722,3,fän,50,1,1,0
2723,3,rez,50,1,1,1
2724,3,sep,50,1,1,1
2725,3,häd,50,0,1,0
2726,3,mzu,50,0,1,0
2727,4,tion,4520,1,1,1
2728,4,ungs,3299,1,1,1
2729,4,isch,2709,1,1,1
2730,4,atio,2496,0,1,0
2731,4,rung,2371,0,1,1
2732,4,erun,2319,0,1,0
2733,4,sche,2141,1,1,1
2734,4,hera,1885,1,1,0
2735,4,ions,1734,1,1,1
2736,4,ende,1689,1,1,1
2737,4,raus,1633,1,1,1
2738,4,erau,1429,1,1,1
2739,4,nter,1409,1,1,1
2740,4,nder,1374,1,1,1
2741,4,iere,1296,1,1,1
2742,4,scha,1249,1,1,1
2743,4,cher,1209,1,1,1
2744,4,iert,1156,0,1,1
2745,4,schl,1141,1,1,1
2746,4,heru,1127,1,1,0
2747,4,ktio,1094,0,1,0
2748,4,ster,1085,1,1,1
2749,4,trie,1027,1,1,1
2750,4,ücke,1007,1,1,1
2751,4,tung,1005,0,1,1
2752,4,ieru,998,1,1,1
2753,4,erte,991,1,1,1
2754,4,lung,972,1,1,1
2755,4,erei,965,1,1,1
2756,4,icht,940,1,1,1
2757,4,rück,924,1,1,1
2758,4,sier,897,1,1,1
2759,4,alis,880,0,1,1
2760,4,entr,875,1,1,1
2761,4,zent,843,1,1,1
2762,4,unte,841,1,1,1
2763,4,erum,837,1,1,1
2764,4,sion,824,1,1,1
2765,4,chen,817,0,1,1
2766,4,stri,807,1,1,1
2767,4,tisc,801,1,1,0
2768,4,iona,784,0,1,1
2769,4,erst,779,1,1,1
2770,4,auss,777,1,1,1
2771,4,nein,761,1,1,1
2772,4,nier,761,1,1,1
2773,4,cker,755,1,1,1
2774,4,isie,755,0,1,1
2775,4,onal,755,0,1,1
2776,4,nsch,743,0,1,1
2777,4,euer,737,1,1,1
2778,4,eins,735,1,1,1
2779,4,cken,730,1,1,1
2780,4,hine,726,1,1,1
2781,4,rati,722,1,1,0
2782,4,eren,721,1,1,1
2783,4,inte,720,1,1,1
2784,4,eich,716,1,1,1
2785,4,ustr,706,0,1,1
2786,4,hina,699,1,1,1
2787,4,rein,695,1,1,1
2788,4,ität,680,1,1,1
2789,4,erin,680,1,1,1
2790,4,inei,679,1,1,0
2791,4,rier,679,1,1,1
2792,4,ment,677,1,1,1
2793,4,kont,671,1,1,1
2794,4,schi,670,1,1,1
2795,4,ntra,639,1,1,1
2796,4,ress,638,1,1,1
2797,4,lekt,619,1,1,1
2798,4,nstr,618,1,1,1
2799,4,inau,617,1,1,0
2800,4,tier,616,1,1,1
2801,4,ektr,609,0,1,1
2802,4,stra,607,1,1,1
2803,4,chte,607,0,1,1
2804,4,indu,606,1,1,1
2805,4,ngen,605,1,1,1
2806,4,elle,605,1,1,1
2807,4,tell,598,1,1,1
2808,4,iche,596,1,1,1
2809,4,ener,595,1,1,1
2810,4,tsch,594,1,1,1
2811,4,lich,584,1,1,1
2812,4,enti,584,1,1,1
2813,4,rsch,582,0,1,1
2814,4,stru,579,1,1,1
2815,4,ausg,578,1,1,1
2816,4,onen,575,1,1,1
2817,4,stel,569,1,1,1
2818,4,ueru,567,0,1,1
2819,4,teue,563,1,1,1
2820,4,ioni,562,0,1,1
2821,4,ontr,557,0,1,0
2822,4,inst,555,1,1,1
2823,4,rend,555,1,1,1
2824,4,über,553,1,1,1
2825,4,steu,543,1,1,0
2826,4,port,541,1,1,1
2827,4,naus,532,1,1,1
2828,4,haft,531,1,1,1
2829,4,eite,521,1,1,1
2830,4,elek,518,1,1,1
2831,4,ange,513,1,1,1
2832,4,onie,511,1,1,1
2833,4,lisi,509,0,1,0
2834,4,eran,507,1,1,1
2835,4,nung,507,0,1,1
2836,4,schw,507,1,1,1
2837,4,ndus,504,0,1,1
2838,4,test,503,1,1,1
2839,4,akti,502,1,1,0
2840,4,rech,502,1,1,1
2841,4,dust,500,1,1,0
2842,4,sign,499,1,1,1
2843,4,gung,495,0,1,1
2844,4,schu,494,1,1,1
2845,4,ione,490,0,1,1
2846,4,chaf,489,0,1,1
2847,4,ande,486,1,1,1
2848,4,dung,484,1,1,1
2849,4,este,484,0,1,1
2850,4,roll,482,1,1,1
2851,4,sten,481,1,1,1
2852,4,tral,474,0,1,1
2853,4,arbe,470,1,1,1
2854,4,schr,470,1,1,1
2855,4,eits,468,1,1,1
2856,4,inge,466,1,1,1
2857,4,stan,462,1,1,1
2858,4,fahr,452,1,1,1
2859,4,nste,451,0,1,1
2860,4,ntro,450,1,1,1
2861,4,enst,450,0,1,1
2862,4,acht,450,1,1,1
2863,4,trol,448,0,1,1
2864,4,anis,446,1,1,1
2865,4,trum,446,1,1,1
2866,4,esch,446,1,1,1
2867,4,iali,443,0,1,1
2868,4,iste,442,0,1,1
2869,4,ssen,441,1,1,1
2870,4,ters,441,1,1,1
2871,4,vora,433,1,1,1
2872,4,isti,431,0,1,1
2873,4,erge,430,1,1,1
2874,4,asse,430,1,1,1
2875,4,dien,429,1,1,1
2876,4,risc,429,0,1,0
2877,4,here,428,1,1,1
2878,4,vers,427,1,1,1
2879,4,itio,427,0,1,1
2880,4,prob,425,1,1,1
2881,4,sste,424,1,1,1
2882,4,tück,422,1,1,1
2883,4,keit,420,0,1,1
2884,4,usst,419,1,1,1
2885,4,llen,417,0,1,1
2886,4,tern,416,1,1,1
2887,4,olle,416,1,1,1
2888,4,ktro,414,0,1,1
2889,4,unkt,413,0,1,1
2890,4,halt,412,1,1,1
2891,4,stüc,406,1,1,0
2892,4,rter,403,1,1,1
2893,4,ecke,401,1,1,1
2894,4,erer,400,1,1,1
2895,4,ssch,399,1,1,0
2896,4,iger,398,0,1,1
2897,4,funk,396,1,1,1
2898,4,ente,396,1,1,1
2899,4,teri,394,0,1,1
2900,4,esse,393,1,1,1
2901,4,form,392,1,1,1
2902,4,satz,391,1,1,1
2903,4,stre,388,1,1,1
2904,4,onst,384,0,1,0
2905,4,teil,384,1,1,1
2906,4,lage,377,1,1,1
2907,4,stis,377,0,1,0
2908,4,usge,373,0,1,0
2909,4,komm,372,1,1,0
2910,4,etri,370,0,1,1
2911,4,eing,370,1,1,1
2912,4,blem,369,1,1,1
2913,4,mati,368,0,1,0
2914,4,oble,367,0,1,1
2915,4,igna,365,1,1,1
2916,4,zial,365,1,1,1
2917,4,nisc,364,1,1,0
2918,4,rbei,362,0,1,1
2919,4,trag,360,1,1,1
2920,4,ssio,359,0,1,1
2921,4,robl,358,0,1,0
2922,4,mmen,356,1,1,1
2923,4,erab,356,1,1,1
2924,4,eben,356,1,1,1
2925,4,nati,353,1,1,0
2926,4,orau,353,1,1,0
2927,4,nkti,352,0,1,0
2928,4,tere,352,1,1,1
2929,4,kung,351,0,1,1
2930,4,tati,350,0,1,0
2931,4,lier,350,1,1,1
2932,4,tent,349,1,1,1
2933,4,haus,348,1,1,1
2934,4,abri,347,1,1,0
2935,4,ersc,346,1,1,1
2936,4,beit,346,1,1,1
2937,4,tron,346,1,1,1
2938,4,aufs,345,1,1,1
2939,4,rich,344,1,1,1
2940,4,chts,343,0,1,1
2941,4,litä,342,0,1,0
2942,4,ogra,342,0,1,0
2943,4,reis,342,1,1,1
2944,4,usch,339,1,1,1
2945,4,hung,335,1,1,1
2946,4,zier,335,1,1,1
2947,4,gnal,334,0,1,1
2948,4,sein,334,1,1,1
2949,4,ekti,332,0,1,0
2950,4,rach,331,1,1,1
2951,4,inde,331,1,1,1
2952,4,kons,326,1,1,0
2953,4,ller,325,1,1,1
2954,4,eige,324,1,1,1
2955,4,heit,324,1,1,1
2956,4,mikr,323,1,1,0
2957,4,chla,323,0,1,0
2958,4,ikro,322,0,1,1
2959,4,echt,322,1,1,1
2960,4,ensi,322,0,1,1
2961,4,rund,322,1,1,1
2962,4,täts,321,1,1,1
2963,4,tein,321,1,1,1
2964,4,ensc,321,0,1,1
2965,4,erat,321,1,1,1
2966,4,aten,320,1,1,1
2967,4,ucke,320,1,1,1
2968,4,spie,319,1,1,1
2969,4,gesc,319,1,1,0
2970,4,arte,318,1,1,1
2971,4,enta,318,1,1,1
2972,4,trei,316,1,1,0
2973,4,unde,315,1,1,1
2974,4,fabr,315,1,1,0
2975,4,nten,313,1,1,1
2976,4,rste,313,1,1,1
2977,4,ante,313,1,1,1
2978,4,inan,311,0,1,1
2979,4,alte,310,1,1,1
2980,4,ussc,310,0,1,0
2981,4,lter,309,1,1,1
2982,4,schn,309,1,1,1
2983,4,ware,308,1,1,1
2984,4,gene,308,1,1,1
2985,4,tter,307,0,1,1
2986,4,ellu,306,0,1,0
2987,4,brik,306,1,1,1
2988,4,mens,305,1,1,1
2989,4,unge,305,1,1,1
2990,4,erne,305,1,1,1
2991,4,llun,305,0,1,0
2992,4,aler,305,1,1,1
2993,4,rieb,304,0,1,1
2994,4,stat,303,1,1,1
2995,4,itte,303,0,1,1
2996,4,agen,302,1,1,1
2997,4,gang,300,1,1,1
2998,4,adre,300,1,1,0
2999,4,runt,299,1,1,0
3000,4,lati,299,1,1,0
3001,4,ache,298,1,1,1
3002,4,dres,298,1,1,1
3003,4,list,297,1,1,1
3004,4,sung,296,0,1,1
3005,4,reic,295,1,1,1
3006,4,trat,292,1,1,1
3007,4,gend,292,0,1,1
3008,4,lauf,291,1,1,1
3009,4,ikat,291,0,1,1
3010,4,rien,291,1,1,1
3011,4,bild,289,1,1,1
3012,4,alle,289,1,1,1
3013,4,eise,287,1,1,1
3014,4,aust,287,1,1,1
3015,4,ukti,287,0,1,0
3016,4,auer,286,1,1,1
3017,4,rans,286,1,1,1
3018,4,rukt,282,0,1,1
3019,4,orie,282,1,1,1
3020,4,nach,281,1,1,1
3021,4,ntie,281,0,1,1
3022,4,truk,280,0,1,0
3023,4,emen,280,0,1,1
3024,4,stie,280,1,1,1
3025,4,asch,279,1,1,1
3026,4,chei,279,1,1,1
3027,4,arti,276,1,1,1
3028,4,sser,275,0,1,1
3029,4,setz,275,1,1,1
3030,4,chal,275,0,1,1
3031,4,igke,274,0,1,0
3032,4,gkei,274,0,1,0
3033,4,tand,271,1,1,1
3034,4,entw,271,1,1,1
3035,4,ausb,270,1,1,1
3036,4,spro,269,1,1,0
3037,4,magn,269,1,1,0
3038,4,esta,269,1,1,1
3039,4,nauf,268,1,1,1
3040,4,erfa,268,1,1,0
3041,4,omme,268,0,1,1
3042,4,iter,267,1,1,1
3043,4,land,267,1,1,1
3044,4,ndes,266,1,1,1
3045,4,umen,266,0,1,1
3046,4,stro,266,1,1,1
3047,4,regi,264,1,1,0
3048,4,agne,264,1,1,1
3049,4,anti,264,1,1,1
3050,4,toff,263,0,1,1
3051,4,nist,262,1,1,1
3052,4,piel,262,0,1,1
3053,4,szen,262,1,1,0
3054,4,essi,261,1,1,0
3055,4,zeit,261,1,1,1
3056,4,drüc,261,1,1,0
3057,4,chtu,259,0,1,0
3058,4,sich,259,1,1,1
3059,4,hrun,259,0,1,0
3060,4,smus,258,0,1,1
3061,4,able,255,1,1,1
3062,4,mitt,255,1,1,0
3063,4,nali,254,0,1,0
3064,4,ertr,254,1,1,1
3065,4,hren,253,0,1,1
3066,4,chse,253,0,1,1
3067,4,eist,253,1,1,1
3068,4,rgan,252,0,1,1
3069,4,gnet,252,0,1,1
3070,4,schm,252,1,1,1
3071,4,rtig,252,0,1,1
3072,4,miss,251,1,1,1
3073,4,tran,251,1,1,1
3074,4,egen,251,0,1,1
3075,4,ring,250,1,1,1
3076,4,ruck,250,0,1,1
3077,4,hend,250,1,1,1
3078,4,druc,249,1,1,0
3079,4,tige,249,1,1,1
3080,4,zeug,248,1,1,1
3081,4,htun,248,0,1,0
3082,4,alit,248,0,1,0
3083,4,ismu,247,0,1,1
3084,4,taus,247,1,1,1
3085,4,best,246,1,1,1
3086,4,stem,246,1,1,1
3087,4,echn,245,1,1,1
3088,4,kati,245,0,1,0
3089,4,stei,245,1,1,1
3090,4,ausz,245,1,1,0
3091,4,zung,244,1,1,1
3092,4,brüc,244,1,1,0
3093,4,eina,244,1,1,1
3094,4,soft,243,1,1,1
3095,4,ents,243,1,1,1
3096,4,atri,243,1,1,1
3097,4,rank,242,1,1,1
3098,4,ände,242,1,1,1
3099,4,rauf,241,1,1,1
3100,4,sati,241,1,1,0
3101,4,leit,241,1,1,1
3102,4,icke,241,1,1,1
3103,4,ndun,240,0,1,1
3104,4,ausl,240,1,1,1
3105,4,twar,239,0,1,0
3106,4,abst,238,1,1,1
3107,4,tris,238,1,1,1
3108,4,iers,238,0,1,1
3109,4,stof,238,1,1,1
3110,4,afts,237,0,1,1
3111,4,chle,237,0,1,1
3112,4,igen,237,0,1,1
3113,4,ands,236,0,1,1
3114,4,kend,236,0,1,1
3115,4,oftw,235,0,1,0
3116,4,ftwa,235,0,1,0
3117,4,chun,235,1,1,0
3118,4,anze,235,1,1,1
3119,4,iege,235,0,1,1
3120,4,ntri,235,1,1,1
3121,4,amme,234,1,1,1
3122,4,änge,234,0,1,1
3123,4,nsta,234,1,1,1
3124,4,esti,234,0,1,1
3125,4,izie,234,0,1,0
3126,4,führ,234,1,1,0
3127,4,orma,233,0,1,0
3128,4,uere,232,1,1,1
3129,4,orga,232,1,1,1
3130,4,chlu,231,0,1,1
3131,4,bung,231,1,1,1
3132,4,rika,231,0,1,1
3133,4,trom,229,1,1,1
3134,4,ehen,229,1,1,1
3135,4,nden,229,0,1,1
3136,4,ktiv,228,0,1,1
3137,4,fall,227,1,1,1
3138,4,spez,227,1,1,0
3139,4,pezi,227,0,1,1
3140,4,sens,227,1,1,1
3141,4,hand,227,1,1,1
3142,4,metr,226,1,1,0
3143,4,achs,226,1,1,1
3144,4,iale,225,1,1,1
3145,4,erre,225,1,1,1
3146,4,gest,225,1,1,1
3147,4,rang,224,1,1,1
3148,4,mark,224,1,1,1
3149,4,onis,223,0,1,1
3150,4,ient,223,0,1,1
3151,4,ntru,223,0,1,0
3152,4,gabe,222,1,1,1
3153,4,ober,222,1,1,1
3154,4,pera,222,1,1,1
3155,4,sstr,221,1,1,0
3156,4,spek,221,1,1,0
3157,4,einf,220,1,1,1
3158,4,rial,219,1,1,1
3159,4,isat,218,0,1,0
3160,4,luss,218,0,1,1
3161,4,ativ,218,0,1,1
3162,4,lend,218,1,1,1
3163,4,send,216,1,1,1
3164,4,reib,216,1,1,1
3165,4,erbe,216,1,1,1
3166,4,erze,215,1,1,1
3167,4,ette,215,1,1,1
3168,4,ersi,214,0,1,1
3169,4,nfor,214,0,1,0
3170,4,tive,214,1,1,1
3171,4,nand,214,1,1,1
3172,4,inun,213,1,1,0
3173,4,acke,212,1,1,1
3174,4,chie,212,0,1,1
3175,4,uali,211,0,1,1
3176,4,spor,211,1,1,1
3177,4,konz,210,1,1,0
3178,4,onze,210,0,1,1
3179,4,lein,210,1,1,1
3180,4,chne,210,0,1,1
3181,4,insc,210,1,1,0
3182,4,nale,209,0,1,1
3183,4,eter,209,0,1,1
3184,4,igun,209,0,1,0
3185,4,spra,208,1,1,0
3186,4,chri,208,1,1,1
3187,4,glei,208,1,1,0
3188,4,chni,208,1,1,0
3189,4,laus,208,1,1,1
3190,4,ausf,208,1,1,1
3191,4,einz,207,1,1,1
3192,4,mmer,207,1,1,1
3193,4,atis,207,0,1,1
3194,4,ater,206,1,1,1
3195,4,ngss,206,0,1,1
3196,4,rmat,206,0,1,1
3197,4,kauf,206,1,1,1
3198,4,such,206,1,1,1
3199,4,isse,205,0,1,1
3200,4,extr,204,1,1,0
3201,4,kran,204,1,1,1
3202,4,hter,204,1,1,1
3203,4,tten,204,0,1,1
3204,4,aste,203,1,1,1
3205,4,angs,203,1,1,1
3206,4,issi,202,0,1,0
3207,4,prog,202,1,1,0
3208,4,farb,202,1,1,1
3209,4,eink,202,1,1,0
3210,4,atur,201,0,1,1
3211,4,itua,201,0,1,0
3212,4,einr,201,1,1,1
3213,4,gnos,201,1,1,0
3214,4,plat,201,1,1,0
3215,4,ramm,201,1,1,1
3216,4,niti,201,0,1,0
3217,4,sozi,201,1,1,0
3218,4,rums,201,1,1,1
3219,4,ionä,200,0,1,1
3220,4,terr,200,1,1,1
3221,4,chst,199,0,1,1
3222,4,gram,199,1,1,1
3223,4,vent,199,1,1,1
3224,4,elte,199,1,1,1
3225,4,uati,198,0,1,1
3226,4,stun,198,1,1,1
3227,4,oper,198,1,1,1
3228,4,onär,198,1,1,1
3229,4,chul,198,1,1,1
3230,4,indi,197,1,1,0
3231,4,nzen,197,0,1,1
3232,4,hydr,197,1,1,0
3233,4,rone,197,0,1,1
3234,4,chau,197,1,1,1
3235,4,raum,196,1,1,1
3236,4,ator,196,1,1,1
3237,4,syst,196,1,1,0
3238,4,othe,195,1,1,0
3239,4,pekt,195,0,1,1
3240,4,berg,195,1,1,1
3241,4,rder,195,0,1,1
3242,4,tzen,194,0,1,1
3243,4,stau,194,1,1,1
3244,4,illi,193,0,1,1
3245,4,rakt,193,0,1,1
3246,4,amen,193,0,1,1
3247,4,date,193,1,1,1
3248,4,yste,193,0,1,0
3249,4,werk,192,1,1,1
3250,4,chin,191,1,1,1
3251,4,iati,191,0,1,1
3252,4,ucht,191,1,1,1
3253,4,inen,191,0,1,1
3254,4,nunt,190,1,1,0
3255,4,auto,190,1,1,1
3256,4,rant,190,0,1,1
3257,4,ubli,189,0,1,1
3258,4,verb,189,1,1,1
3259,4,inne,189,1,1,1
3260,4,lass,189,0,1,1
3261,4,ahre,189,1,1,1
3262,4,tend,189,1,1,1
3263,4,nger,189,1,1,1
3264,4,enge,188,1,1,1
3265,4,tzun,188,0,1,0
3266,4,prac,188,1,1,0
3267,4,ckun,188,1,1,0
3268,4,komp,188,1,1,0
3269,4,iens,188,1,1,1
3270,4,part,187,1,1,1
3271,4,stec,187,1,1,0
3272,4,info,187,1,1,1
3273,4,rogr,187,0,1,0
3274,4,frei,186,1,1,1
3275,4,wick,185,1,1,0
3276,4,rtra,185,0,1,1
3277,4,tens,185,1,1,1
3278,4,ozia,185,0,1,0
3279,4,enze,184,1,1,1
3280,4,nell,184,0,1,1
3281,4,uszu,184,0,1,0
3282,4,ocke,183,1,1,1
3283,4,olog,183,0,1,1
3284,4,nent,183,1,1,1
3285,4,terf,183,1,1,1
3286,4,itze,183,1,1,1
3287,4,chwe,182,0,1,0
3288,4,betr,182,1,1,0
3289,4,fern,182,1,1,1
3290,4,medi,182,1,1,0
3291,4,bene,181,1,1,1
3292,4,rale,181,0,1,1
3293,4,iten,181,0,1,1
3294,4,sent,181,1,1,1
3295,4,iefe,181,0,1,1
3296,4,lien,181,1,1,1
3297,4,nzer,181,0,1,1
3298,4,gion,180,1,1,1
3299,4,erwe,180,1,1,0
3300,4,atro,180,1,1,1
3301,4,vier,180,1,1,1
3302,4,last,180,1,1,1
3303,4,deru,180,1,1,1
3304,4,grun,180,1,1,1
3305,4,chre,179,1,1,1
3306,4,init,179,1,1,1
3307,4,erie,179,0,1,1
3308,4,rali,179,1,1,0
3309,4,isen,178,0,1,1
3310,4,publ,177,1,1,0
3311,4,bere,177,1,1,1
3312,4,terb,177,1,1,1
3313,4,uche,177,1,1,1
3314,4,osit,177,0,1,0
3315,4,ausw,177,1,1,0
3316,4,ttel,177,0,1,1
3317,4,logi,177,1,1,0
3318,4,rten,177,0,1,1
3319,4,pres,177,1,1,0
3320,4,ause,177,1,1,1
3321,4,mate,176,1,1,1
3322,4,nnen,176,0,1,1
3323,4,häng,176,1,1,0
3324,4,ndel,176,1,1,1
3325,4,desi,176,1,1,0
3326,4,iver,175,1,1,1
3327,4,ahme,175,0,1,1
3328,4,schä,175,1,1,1
3329,4,intr,175,1,1,0
3330,4,hein,175,1,1,1
3331,4,ickl,174,0,1,0
3332,4,ibli,174,1,1,0
3333,4,orde,174,1,1,1
3334,4,itun,173,0,1,0
3335,4,reif,173,1,1,1
3336,4,bibl,173,1,1,0
3337,4,blio,173,1,1,1
3338,4,fisc,173,1,1,0
3339,4,eide,173,1,1,1
3340,4,ling,173,1,1,1
3341,4,hlag,173,1,1,1
3342,4,reit,172,1,1,1
3343,4,eitu,172,1,1,0
3344,4,lück,172,1,1,1
3345,4,raph,172,1,1,1
3346,4,pion,172,1,1,1
3347,4,selb,172,1,1,0
3348,4,hinu,171,1,1,0
3349,4,eria,171,1,1,1
3350,4,gani,171,0,1,0
3351,4,ausr,171,1,1,0
3352,4,rtei,171,1,1,1
3353,4,grap,171,1,1,0
3354,4,rume,171,1,1,0
3355,4,anda,170,1,1,1
3356,4,samt,170,1,1,1
3357,4,para,170,1,1,0
3358,4,eife,170,1,1,1
3359,4,ngst,170,0,1,1
3360,4,estr,170,1,1,1
3361,4,oren,170,1,1,1
3362,4,erba,170,1,1,1
3363,4,lbst,170,1,1,1
3364,4,tuat,169,1,1,0
3365,4,ruch,169,0,1,1
3366,4,hlus,169,0,1,1
3367,4,tren,169,1,1,1
3368,4,nsti,169,0,1,1
3369,4,zwei,168,1,1,1
3370,4,renz,168,1,1,1
3371,4,ngel,168,0,1,1
3372,4,star,167,1,1,1
3373,4,tial,167,1,1,1
3374,4,anst,167,1,1,1
3375,4,elbs,167,1,1,0
3376,4,samm,166,1,1,0
3377,4,zess,166,1,1,1
3378,4,nkun,166,0,1,0
3379,4,orti,166,0,1,0
3380,4,bsch,166,0,1,1
3381,4,egel,166,0,1,1
3382,4,jekt,166,1,1,1
3383,4,lang,166,1,1,1
3384,4,nsio,166,0,1,0
3385,4,tegr,166,1,1,0
3386,4,thek,166,0,1,1
3387,4,situ,165,1,1,0
3388,4,omet,165,0,1,1
3389,4,bend,165,1,1,1
3390,4,patr,165,1,1,0
3391,4,enin,165,0,1,1
3392,4,tori,165,1,1,0
3393,4,edie,165,1,1,0
3394,4,tras,165,1,1,1
3395,4,nisa,164,0,1,0
3396,4,leis,164,1,1,1
3397,4,vert,164,1,1,1
3398,4,chli,164,0,1,0
3399,4,msch,164,1,1,1
3400,4,eche,163,1,1,1
3401,4,siti,163,1,1,0
3402,4,gehe,163,1,1,1
3403,4,rzeu,162,0,1,0
3404,4,serv,162,1,1,1
3405,4,rige,162,0,1,1
3406,4,ntei,162,1,1,1
3407,4,iebe,162,1,1,1
3408,4,nübe,161,0,1,0
3409,4,hrei,161,1,1,1
3410,4,ausc,161,1,1,1
3411,4,ntwi,161,0,1,0
3412,4,mier,161,1,1,1
3413,4,nteg,161,0,1,0
3414,4,tabl,160,1,1,0
3415,4,oran,160,1,1,1
3416,4,astr,160,1,1,1
3417,4,erke,160,1,1,1
3418,4,lebe,159,1,1,1
3419,4,ansc,159,1,1,1
3420,4,tall,159,1,1,1
3421,4,oten,158,0,1,1
3422,4,ikan,158,0,1,1
3423,4,iebs,158,0,1,1
3424,4,eder,157,0,1,1
3425,4,aben,157,1,1,1
3426,4,trau,157,1,1,1
3427,4,ltun,157,0,1,0
3428,4,mach,157,1,1,1
3429,4,twic,157,0,1,1
3430,4,ntre,157,1,1,1
3431,4,ropo,157,0,1,0
3432,4,zuck,157,1,1,0
3433,4,egio,156,0,1,1
3434,4,inie,156,1,1,1
3435,4,ätze,156,0,1,1
3436,4,üsse,156,0,1,1
3437,4,posi,156,1,1,0
3438,4,rast,156,1,1,1
3439,4,groß,156,1,1,1
3440,4,welt,156,1,1,1
3441,4,eten,155,1,1,1
3442,4,teck,155,0,1,1
3443,4,bers,155,0,1,1
3444,4,erha,155,0,1,0
3445,4,rage,154,1,1,1
3446,4,leme,154,0,1,1
3447,4,klun,154,0,1,0
3448,4,terg,154,0,1,1
3449,4,inse,154,1,1,1
3450,4,prop,154,1,1,0
3451,4,stal,152,1,1,1
3452,4,iker,152,1,1,1
3453,4,iden,152,1,1,1
3454,4,stud,152,1,1,0
3455,4,nera,151,1,1,1
3456,4,uchs,151,0,1,1
3457,4,blik,151,0,1,1
3458,4,spar,151,1,1,1
3459,4,mung,151,0,1,1
3460,4,stin,151,1,1,1
3461,4,temp,151,1,1,1
3462,4,liot,151,0,1,0
3463,4,altu,150,0,1,0
3464,4,kart,150,1,1,1
3465,4,oste,150,1,1,1
3466,4,dent,150,1,1,1
3467,4,iede,149,0,1,1
3468,4,rand,149,1,1,1
3469,4,ritt,149,1,1,1
3470,4,nahm,149,0,1,1
3471,4,iele,149,1,1,1
3472,4,ioth,149,0,1,0
3473,4,prei,149,1,1,1
3474,4,zieh,148,1,1,1
3475,4,pass,148,1,1,1
3476,4,zykl,148,1,1,0
3477,4,träg,148,1,1,1
3478,4,cklu,148,0,1,0
3479,4,chwa,148,0,1,0
3480,4,antr,148,1,1,1
3481,4,roma,148,1,1,1
3482,4,ktri,148,0,1,1
3483,4,dukt,148,0,1,1
3484,4,ergi,147,0,1,1
3485,4,erbr,147,1,1,0
3486,4,nspr,147,1,1,0
3487,4,einh,147,1,1,1
3488,4,nner,147,1,1,1
3489,4,dest,147,1,1,1
3490,4,ieße,147,0,1,1
3491,4,gele,147,1,1,1
3492,4,umsc,147,1,1,0
3493,4,ltra,147,0,1,1
3494,4,wirt,146,1,1,1
3495,4,rfah,146,0,1,0
3496,4,auch,146,1,1,1
3497,4,lett,146,0,1,1
3498,4,mini,146,1,1,0
3499,4,verk,146,1,1,0
3500,4,affe,146,1,1,1
3501,4,ffen,146,0,1,1
3502,4,gewi,146,1,1,0
3503,4,gese,145,1,1,1
3504,4,rent,145,1,1,1
3505,4,efer,145,0,1,1
3506,4,alie,145,1,1,1
3507,4,rche,145,1,1,1
3508,4,eier,144,1,1,1
3509,4,weis,144,1,1,1
3510,4,mete,144,1,1,0
3511,4,radi,144,1,1,0
3512,4,haup,144,1,1,0
3513,4,atte,143,1,1,1
3514,4,absc,143,1,1,1
3515,4,wass,143,1,1,0
3516,4,ssun,143,0,1,0
3517,4,anke,143,0,1,1
3518,4,lisc,143,0,1,0
3519,4,fizi,143,0,1,0
